Subject_ID;Input Device;Current Clicks;Button Width;Button Distance;Index Of Difficulty;Time Taken; Successful Press
11;Touchpad;1;50;400;3.169925;0.4662621;True
11;Touchpad;2;50;400;3.169925;0;False
11;Touchpad;3;50;400;3.169925;1.102551;True
11;Touchpad;4;50;400;3.169925;0;False
11;Touchpad;5;50;400;3.169925;1.217361;True
11;Touchpad;6;50;400;3.169925;0;False
11;Touchpad;7;50;400;3.169925;0.6792457;True
11;Touchpad;8;50;400;3.169925;0;False
11;Touchpad;9;50;400;3.169925;0.424989;True
11;Touchpad;10;50;400;3.169925;0;False
11;Touchpad;11;50;400;3.169925;0.3913593;True
11;Touchpad;12;50;400;3.169925;0;False
11;Touchpad;13;100;400;2.321928;0.3520041;True
11;Touchpad;14;100;400;2.321928;0;False
11;Touchpad;15;100;400;2.321928;1.015997;True
11;Touchpad;16;100;400;2.321928;0;False
11;Touchpad;17;100;400;2.321928;0.3915842;True
11;Touchpad;18;100;400;2.321928;0;False
11;Touchpad;19;100;400;2.321928;0.4078441;True
11;Touchpad;20;100;400;2.321928;0;False
11;Touchpad;21;100;400;2.321928;50.16062;False
11;Touchpad;22;100;400;2.321928;1.335937;False
11;Touchpad;23;100;400;2.321928;0;False
11;Touchpad;24;100;400;2.321928;0.7668633;False
11;Touchpad;25;25;400;4.087463;0;False
11;Touchpad;26;25;400;4.087463;0.5445563;False
11;Touchpad;27;25;400;4.087463;0.7362505;False
11;Touchpad;28;25;400;4.087463;0.5600599;False
11;Touchpad;29;25;400;4.087463;1.030956;False
11;Touchpad;30;25;400;4.087463;0.9044431;False
11;Touchpad;31;25;400;4.087463;0.3762104;False
11;Touchpad;32;25;400;4.087463;0.4153847;False
11;Touchpad;33;25;400;4.087463;1.008365;False
11;Touchpad;34;25;400;4.087463;0.7758617;False
11;Touchpad;35;25;400;4.087463;4.753273;True
11;Touchpad;36;25;400;4.087463;0;False
11;Touchpad;37;50;800;4.087463;0.9913215;True
11;Touchpad;38;50;800;4.087463;0;False
11;Touchpad;39;50;800;4.087463;0.9687752;True
11;Touchpad;40;50;800;4.087463;0;False
11;Touchpad;41;50;800;4.087463;0.8877697;True
11;Touchpad;42;50;800;4.087463;0;False
11;Touchpad;43;50;800;4.087463;1.478736;True
11;Touchpad;44;50;800;4.087463;0;False
11;Touchpad;45;50;800;4.087463;2.912511;True
11;Touchpad;46;50;800;4.087463;0;False
11;Touchpad;47;50;800;4.087463;0.9519011;False
11;Touchpad;48;50;800;4.087463;0.4250769;False
11;Touchpad;49;100;800;3.169925;0.5266963;True
11;Touchpad;50;100;800;3.169925;0;False
11;Touchpad;51;100;800;3.169925;0.7122409;False
11;Touchpad;52;100;800;3.169925;0.1994075;False
11;Touchpad;53;100;800;3.169925;0.2086919;False
11;Touchpad;54;100;800;3.169925;0.2249142;False
11;Touchpad;55;100;800;3.169925;0.2387477;False
11;Touchpad;56;100;800;3.169925;0.2003687;False
11;Touchpad;57;100;800;3.169925;0.2962966;False
11;Touchpad;58;100;800;3.169925;0.3328124;False
11;Touchpad;59;100;800;3.169925;0.8679696;False
11;Touchpad;60;100;800;3.169925;0.9942425;False
11;Touchpad;61;25;800;5.044394;0.639106;False
11;Touchpad;62;25;800;5.044394;0.1886634;False
11;Touchpad;63;25;800;5.044394;0.160342;False
11;Touchpad;64;25;800;5.044394;0.1931382;False
11;Touchpad;65;25;800;5.044394;0.1678886;False
11;Touchpad;66;25;800;5.044394;0.1521006;False
11;Touchpad;67;25;800;5.044394;0.1428605;False
11;Touchpad;68;25;800;5.044394;0.1433138;False
11;Touchpad;69;25;800;5.044394;0.1691339;False
11;Touchpad;70;25;800;5.044394;0.1601671;False
11;Touchpad;71;25;800;5.044394;0.1924429;False
11;Touchpad;72;25;800;5.044394;0.1686169;False

