Subject_ID;Input Device;Current Clicks;Button Width;Button Distance;Index Of Difficulty;Time Taken; Successful Press
7;Touchpad;1;50;400;3.169925;0.464019;False
7;Touchpad;2;50;400;3.169925;0.5996407;True
7;Touchpad;3;50;400;3.169925;0.5448311;True
7;Touchpad;4;50;400;3.169925;1.547914;True
7;Touchpad;5;50;400;3.169925;0.9550334;False
7;Touchpad;6;50;400;3.169925;0.5285934;False
7;Touchpad;7;50;400;3.169925;0.5725901;False
7;Touchpad;8;50;400;3.169925;0.5793499;True
7;Touchpad;9;50;400;3.169925;0.5483385;True
7;Touchpad;10;50;400;3.169925;0.5831429;False
7;Touchpad;11;50;400;3.169925;0.6165156;True
7;Touchpad;12;50;400;3.169925;1.643777;True
7;Touchpad;13;100;400;2.321928;0.5882685;True
7;Touchpad;14;100;400;2.321928;0.5834296;True
7;Touchpad;15;100;400;2.321928;0.560857;False
7;Touchpad;16;100;400;2.321928;0.567396;True
7;Touchpad;17;100;400;2.321928;0.5758985;True
7;Touchpad;18;100;400;2.321928;1.472309;True
7;Touchpad;19;100;400;2.321928;0.5953923;True
7;Touchpad;20;100;400;2.321928;0.5643901;True
7;Touchpad;21;100;400;2.321928;0.6367859;True
7;Touchpad;22;100;400;2.321928;1.430773;True
7;Touchpad;23;100;400;2.321928;0.5933426;True
7;Touchpad;24;100;400;2.321928;0.6033834;True
7;Touchpad;25;25;400;4.087463;0.6765352;True
7;Touchpad;26;25;400;4.087463;0.6509958;False
7;Touchpad;27;25;400;4.087463;0.6318664;False
7;Touchpad;28;25;400;4.087463;0.6360857;False
7;Touchpad;29;25;400;4.087463;0.5807027;False
7;Touchpad;30;25;400;4.087463;0.2119205;False
7;Touchpad;31;25;400;4.087463;0.1793495;False
7;Touchpad;32;25;400;4.087463;0.1922281;False
7;Touchpad;33;25;400;4.087463;0.1683722;False
7;Touchpad;34;25;400;4.087463;0.1718712;False
7;Touchpad;35;25;400;4.087463;0.1682762;False
7;Touchpad;36;25;400;4.087463;0.1682466;False
7;Touchpad;37;50;800;4.087463;0.1598052;False
7;Touchpad;38;50;800;4.087463;0.1991693;False
7;Touchpad;39;50;800;4.087463;0.1930549;False
7;Touchpad;40;50;800;4.087463;1.030894;False
7;Touchpad;41;50;800;4.087463;0.1644505;True
7;Touchpad;42;50;800;4.087463;0.2361345;False
7;Touchpad;43;50;800;4.087463;0.1162915;True
7;Touchpad;44;50;800;4.087463;0.1232238;False
7;Touchpad;45;50;800;4.087463;0.09204891;True
7;Touchpad;46;50;800;4.087463;0.1088847;False
7;Touchpad;47;50;800;4.087463;0.0718286;True
7;Touchpad;48;50;800;4.087463;0.1162543;False
7;Touchpad;49;100;800;3.169925;0.05887;True
7;Touchpad;50;100;800;3.169925;0.116801;False
7;Touchpad;51;100;800;3.169925;0.05552381;True
7;Touchpad;52;100;800;3.169925;0.1241913;False
7;Touchpad;53;100;800;3.169925;0.06026091;True
7;Touchpad;54;100;800;3.169925;0.1125534;False
7;Touchpad;55;100;800;3.169925;0.06377571;True
7;Touchpad;56;100;800;3.169925;0.115759;False
7;Touchpad;57;100;800;3.169925;0.0601653;True
7;Touchpad;58;100;800;3.169925;0.1190372;False
7;Touchpad;59;100;800;3.169925;0.0600396;True
7;Touchpad;60;100;800;3.169925;0.1240847;False
7;Touchpad;61;25;800;5.044394;0.07221219;False
7;Touchpad;62;25;800;5.044394;0.1076491;False
7;Touchpad;63;25;800;5.044394;0.06827289;False
7;Touchpad;64;25;800;5.044394;0.1085693;False
7;Touchpad;65;25;800;5.044394;0.0719703;False
7;Touchpad;66;25;800;5.044394;0.1078699;False
7;Touchpad;67;25;800;5.044394;0.09598639;False
7;Touchpad;68;25;800;5.044394;0.107766;False
7;Touchpad;69;25;800;5.044394;0.06445;False
7;Touchpad;70;25;800;5.044394;0.1361949;False
7;Touchpad;71;25;800;5.044394;0.09551611;False
7;Touchpad;72;25;800;5.044394;0.1000663;False

