Subject_ID;Input Device;Current Clicks;Button Width;Button Distance;Index Of Difficulty;Time Taken; Successful Press
3;Controller;1;50;400;3.169925;0.7042258;True
3;Controller;2;50;400;3.169925;0.7285969;True
3;Controller;3;50;400;3.169925;1.200304;True
3;Controller;4;50;400;3.169925;0.6957932;True
3;Controller;5;50;400;3.169925;0.6552991;False
3;Controller;6;50;400;3.169925;1.721086;False
3;Controller;7;50;400;3.169925;0.6389779;False
3;Controller;8;50;400;3.169925;0.617101;True
3;Controller;9;50;400;3.169925;0.5674489;False
3;Controller;10;50;400;3.169925;0.7034475;True
3;Controller;11;50;400;3.169925;0.6809508;True
3;Controller;12;50;400;3.169925;0.5914457;True
3;Controller;13;100;400;2.321928;0.6236942;True
3;Controller;14;100;400;2.321928;0.5837785;True
3;Controller;15;100;400;2.321928;0.591932;True
3;Controller;16;100;400;2.321928;0.6408726;True
3;Controller;17;100;400;2.321928;0.567054;True
3;Controller;18;100;400;2.321928;0.5852867;True
3;Controller;19;100;400;2.321928;0.5345204;True
3;Controller;20;100;400;2.321928;0.5688947;True
3;Controller;21;100;400;2.321928;0.5197465;True
3;Controller;22;100;400;2.321928;0.8718055;True
3;Controller;23;100;400;2.321928;0.1927789;False
3;Controller;24;100;400;2.321928;0.1676512;False
3;Controller;25;25;400;4.087463;0.1913351;False
3;Controller;26;25;400;4.087463;0.1768867;False
3;Controller;27;25;400;4.087463;0.1998814;False
3;Controller;28;25;400;4.087463;0.1598805;False
3;Controller;29;25;400;4.087463;0.1754074;False
3;Controller;30;25;400;4.087463;0.168896;False
3;Controller;31;25;400;4.087463;0.175536;False
3;Controller;32;25;400;4.087463;0.1838608;False
3;Controller;33;25;400;4.087463;0.1767633;False
3;Controller;34;25;400;4.087463;0.1763141;False
3;Controller;35;25;400;4.087463;0.1758709;False
3;Controller;36;25;400;4.087463;0.1989831;False
3;Controller;37;50;800;4.087463;0.1437781;False
3;Controller;38;50;800;4.087463;0.1847834;False
3;Controller;39;50;800;4.087463;0.1992237;False
3;Controller;40;50;800;4.087463;0.160955;False
3;Controller;41;50;800;4.087463;0.1833438;False
3;Controller;42;50;800;4.087463;0.1759245;False
3;Controller;43;50;800;4.087463;0.1604968;False
3;Controller;44;50;800;4.087463;0.1765752;False
3;Controller;45;50;800;4.087463;0.1586142;False
3;Controller;46;50;800;4.087463;0.1605645;False
3;Controller;47;50;800;4.087463;0.1442098;False
3;Controller;48;50;800;4.087463;0.1757982;False
3;Controller;49;100;800;3.169925;0.1754714;False
3;Controller;50;100;800;3.169925;0.1770418;False
3;Controller;51;100;800;3.169925;0.1844051;False
3;Controller;52;100;800;3.169925;0.1758575;False
3;Controller;53;100;800;3.169925;0.1589419;False
3;Controller;54;100;800;3.169925;0.1757715;False
3;Controller;55;100;800;3.169925;0.1839722;False
3;Controller;56;100;800;3.169925;0.1772124;False
3;Controller;57;100;800;3.169925;0.1998248;False
3;Controller;58;100;800;3.169925;0.1749098;False
3;Controller;59;100;800;3.169925;0.1851021;False
3;Controller;60;100;800;3.169925;0.1995011;False
3;Controller;61;25;800;5.044394;0.8965131;False
3;Controller;62;25;800;5.044394;0.1757502;False
3;Controller;63;25;800;5.044394;0.1760557;False
3;Controller;64;25;800;5.044394;0.2078437;False
3;Controller;65;25;800;5.044394;0.1834617;False
3;Controller;66;25;800;5.044394;0.1844659;False
3;Controller;67;25;800;5.044394;0.3914323;False
3;Controller;68;25;800;5.044394;0.2170626;False
3;Controller;69;25;800;5.044394;0.2234215;False
3;Controller;70;25;800;5.044394;0.2003909;False
3;Controller;71;25;800;5.044394;0.1996982;True
3;Controller;72;25;800;5.044394;0.2314568;False

